db_no,inventory_th,years_after_thin,target_stand,plot_install_year,region_symbol,experiment,thinning_intensity,thinning_intensity_rate,plot_size,plot_size_corrected,thin_ba_rate_apply,thin_rate_rank,thin_rate_text,thin_rate_class1,thin_rate_class2,si_v3,si_v4,age_establish,age_est_class,age,age_class,ba,dbh,Hd_v3,Hd_v4,height_v3,height_v4,tph,vol_v3,vol_v4,bagr,dbhgr,Dq,sdi_max,sdi,rd
24487,1,0,a소나무림,2015,남부07,a소나무림_2015_남부07,a무간벌,0,0.04,0.034641016151377546,0,1,a무간벌,0,0,18.074623280806158,18.074623280806158,35,4,35,4,34.554805050486344,15.83,16.32,16.32,12.7,12.7,1443.3756729740644,254.02562007725828,256.3358277204257,5.549523207303068,0.9464705882352948,17.45900913568694,1041.1773975906472,991.2725831137773,0.9520688649289228
24539,1,0,a소나무림,2015,남부07,a소나무림_2015_남부07,b약도간벌,20,0.0625,0.05119700276806199,15.956192794710162,2,b약도간벌,1,2,18.31554920546848,18.359512889121426,35,4,35,4,36.21429821961329,23.902631578947368,NA,16.907403725277888,NaN,12.6709602505457,742.2309499669652,280.87751282133,266.6379129582873,5.341035513453946,1.2512145748987855,24.924448998819152,1041.1773975906472,739.883537867295,0.7106219742950952
24602,1,0,a소나무림,2015,남부07,a소나무림_2015_남부07,c강도간벌,40,0.09,0.07372368398600926,42.58435077487038,3,c강도간벌,4,4,19.48846614966104,18.683828445513385,35,4,35,4,19.242230951809994,25.037037037037038,NA,16.4257386342275,NaN,11.041780323034665,366.23237662843684,151.19046627831656,142.4711702138735,3.4275291797495058,2.2333333333333307,25.864518811169354,1041.1773975906472,379.4977003419006,0.36448899219295694
24682,1,0,a소나무림,2015,남부08,a소나무림_2015_남부08,a무간벌,0,0.04,0.03531790371435708,0,1,a무간벌,0,0,16.85815615518662,16.85815615518662,47,5,47,5,39.824185216396614,16.15,18.166666666666664,18.166666666666664,13.6271,13.6271,1698.8550760335588,297.07185598070805,309.0857187685925,4.086914700112011,1.2657894736842117,17.276284322735606,1041.1773975906472,1153.952332962553,1.1083148132420801
24746,1,0,a소나무림,2015,남부08,a소나무림_2015_남부08,b약도간벌,20,0.0625,0.057948990910424214,21.352535934468918,2,b약도간벌,2,2,13.121154555983885,13.053371165857227,47,5,47,5,28.386166325739474,17.26818181818182,NA,14.081215338979565,NaN,10.247394494424045,1138.9326882675282,176.55186712077128,186.53832557319714,3.626718795990591,1.2102797202797184,17.813916078746026,1041.1773975906472,798.83825566239625,0.7672450991646192
24860,1,0,a소나무림,2015,남부08,a소나무림_2015_남부08,c강도간벌,40,0.09,0.07946528335730342,39.549439465141276,3,c강도간벌,3,4,16.013364215272983,14.932475107326688,47,5,47,5,25.493825746723953,21.420754716981133,NA,15.025761033291884,NaN,10.718038228289362,666.9579187391008,184.2870727680363,179.22225631744058,4.131368384037572,2.0061683599419453,22.060906257578374,1041.1773975906472,585.1276550725844,0.5619865129867477
25034,1,0,a소나무림,2015,남부09,a소나무림_2015_남부09,a무간벌,0,0.04,0.031520430144268884,0,1,a무간벌,0,0,19.06728031235889,19.06728031235889,48,5,48,5,49.114772011017145,22.305555555555557,20.724999999999998,20.724999999999998,16.81111111111111,16.81111111111111,1142.1163935653208,419.91333979642957,419.91333979642957,5.350302469397519,1.1333333333333329,23.399465805868306,1041.1773975906472,1065.7057178498233,1.0235582527203686
25074,1,0,a소나무림,2015,남부09,a소나무림_2015_남부09,b약도간벌,20,0.0625,0.054663731696212234,20.371628963797477,2,b약도간벌,2,2,18.05080421920846,16.33213812861821,48,5,48,5,43.85175157924087,22.94,NA,15.995536719484463,NaN,11.865235470606962,1006.1515797285217,328.01450234401835,314.33504474925337,4.14570254230496,1.274814814814814,23.556828772527552,1041.1773975906472,945.4463141238626,0.9080549734480287
25176,1,0,a소나무림,2015,남부09,a소나무림_2015_남부09,c강도간벌,40,0.09,0.07372368398600926,40.73721392293002,3,c강도간벌,4,4,17.43451440759128,15.987616833703257,48,5,48,5,29.046337612138682,22.822,NA,15.915903369359464,NaN,12.319575517471803,678.2081048674756,215.8328846238837,207.16974190590105,3.792968231928935,1.4239999999999995,23.35174083446457,1041.1773975906472,631.4833526826751,0.6065088947800529
25291,1,0,a소나무림,2015,남부10,a소나무림_2015_남부10,a무간벌,0,0.04,0.034641016151377546,5.591675799627211,1,a무간벌,0,1,17.445827709003403,15.867904475879403,54,6,54,6,47.38135932457325,20.946511627906975,NA,16.343004976136054,NaN,13.170381231840672,1241.3030787576954,346.3764220704839,338.10064304597245,3.793561370295862,1.338854225751561,22.045497351803434,1041.1773975906472,1088.2093054466238,1.045171848682858
25351,1,0,a소나무림,2015,남부10,a소나무림_2015_남부10,b약도간벌,20,0.0625,0.054663731696212234,19.973218234243177,2,b약도간벌,1,2,13.77730536089944,13.390237781049423,54,6,54,6,32.49994528883654,17.12205882352941,NA,14.871319401590025,NaN,10.756398374905416,1262.2628909321454,211.37458228817985,221.56257579418266,5.02192349372077,1.2475063938618938,18.105956262343977,1041.1773975906472,900.5374283452924,0.8649221837020233
25478,1,0,a소나무림,2015,남부10,a소나무림_2015_남부10,c강도간벌,40,0.09,0.08344654691101086,40.47331843709804,3,c강도간벌,4,4,14.567212391399515,13.806461732008113,54,6,54,6,19.19171826420634,19.53,NA,14.919972066800112,NaN,10.870609505053043,599.185968154213,131.43860955560697,131.43793122385568,2.5897470207116022,1.259999999999998,20.19441011765385,1041.1773975906472,479.217399769744,0.46026488942103866
25601,1,0,a소나무림,2015,남부11,a소나무림_2015_남부11,a무간벌,0,0.04,0.03926508733790656,0,1,a무간벌,0,0,16.56495011587104,16.56495011587104,46,5,46,5,41.18517595306959,22.815789473684212,17.16764705882353,17.16764705882353,15.329968203497614,15.329968203497614,967.7808602074534,309.27588356163665,310.21712747896066,4.137027867655348,1.0999999999999979,23.27753604251375,1041.1773975906472,898.1095041013085,0.8625902811370981
25639,1,0,a소나무림,2015,남부11,a소나무림_2015_남부11,b약도간벌,20,0.0625,0.061351698965479,21.724420224712148,2,b약도간벌,2,2,17.438491398617618,16.545241632270383,46,5,46,5,32.43667317393858,26.133333333333333,NA,16.81707561148661,NaN,14.611955807619221,586.7808162942034,255.7878957130438,239.911080198839,6.073001530643488,2.3694444444444436,26.529878334520205,1041.1773975906472,624.4148338030996,0.5997199278893649
25691,1,0,a소나무림,2015,남부11,a소나무림_2015_남부11,c강도간벌,40,0.09,0.08803328406604251,40.030934211473145,3,c강도간벌,4,4,18.326269142547243,16.82285137930395,46,5,46,5,24.981510303008132,25.36190476190476,NA,16.459762799093877,NaN,14.261548072513888,477.0922776036803,194.80384789387915,183.57102771676958,4.541837300047884,2.169047619047621,25.820414588534586,1041.1773975906472,493.4908093907659,0.47397380171019465
25772,1,0,a소나무림,2015,남부12,a소나무림_2015_남부12,a무간벌,0,0.04,0.03926508733790656,0,1,a무간벌,0,0,21.09090224305563,20.887605044344344,41,5,41,5,40.90184117047292,24.884375,21.2,21.2,19.378333333333334,19.378333333333334,814.9733559641713,371.64757181304213,371.96238376528925,6.693201667328893,2.3801411290322605,25.278702745591993,1041.1773975906472,824.4846086419725,0.7918771676660327
25805,1,0,a소나무림,2015,남부12,a소나무림_2015_남부12,b약도간벌,20,0.0625,0.06007885599614493,16.691526529531615,2,b약도간벌,1,2,19.48484839596466,17.714528821434072,41,5,41,5,36.85757609636933,25.063636363636363,NA,16.16774768974013,NaN,14.491257594131248,732.3708028465678,283.59983305097046,267.8710871281161,4.841781660994705,1.9247357293868923,25.31354290780836,1041.1773975906472,741.9868162143844,0.7126420703440073
25862,1,0,a소나무림,2015,남부12,a소나무림_2015_남부12,c강도간벌,40,0.09,0.08284543681071962,38.03167220369916,3,c강도간벌,3,4,19.04129087150368,17.614801730264233,41,5,41,5,19.693865317668024,26.393103448275863,NA,16.41527337035085,NaN,14.461713182942887,350.0494549417066,155.84197955884795,145.9876449032938,4.007609396395949,2.5689655172413772,26.764296856201863,1041.1773975906472,375.94587931349054,0.3610776417001118
25918,1,0,a소나무림,2015,남부13,a소나무림_2015_남부13,a무간벌,0,0.04,0.032360679774997896,0,1,a무간벌,0,0,11.518883125133495,11.518883125133495,59,6,59,6,46.77251192779108,23.721875,12.936,12.936,10.918375,10.918375,988.8543819998318,260.1001981211734,260.1001981211734,4.1384953887673674,0.9812499999999993,24.540546805236435,1041.1773975906472,969.8424094474273,0.9314862305805968
25950,1,0,a소나무림,2015,남부13,a소나무림_2015_남부13,b약도간벌,20,0.0625,0.0518148482846901,22.119183082379863,2,b약도간벌,2,2,12.42269935268281,13.409449564802742,59,6,59,6,30.193801104124606,26.537037037037038,NA,16.90200624685324,NaN,13.874705860369609,521.0861537536872,241.47835370767663,225.9125341103334,3.8644764654718493,1.674074074074074,27.16184006203475,1041.1773975906472,568.3386627831163,0.545861506500515
25992,1,0,a소나무림,2015,남부13,a소나무림_2015_남부13,c강도간벌,40,0.09,0.07281152949374527,41.76253006528305,3,c강도간벌,4,4,14.349599832734548,14.410465390978953,59,6,59,6,22.939282271029946,26.839285714285715,NA,16.99021477154982,NaN,13.208319706236612,384.5544818888235,184.85624325960939,172.43387594646356,2.4682514595237635,1.49642857142857,27.559163630270064,1041.1773975906472,425.8496445501963,0.40900776902729574
26057,1,0,a소나무림,2015,남부14,a소나무림_2015_남부14,a무간벌,0,0.04,0.03682019413809762,0,1,a무간벌,0,0,18.964165245801684,18.964165245801684,35,4,35,4,19.989962988001245,21.757894736842104,17.675,17.675,14.884615384615385,14.884615384615385,516.0211792675157,150.4994649855895,150.4994649855895,3.912251972611916,2.094736842105263,22.208912388356264,1041.1773975906472,455.888863561465,0.43785897063883805
26076,1,0,a소나무림,2015,남부14,a소나무림_2015_남부14,b약도간벌,20,0.0625,0.059441032268447096,20.10123636034946,2,b약도간벌,2,2,16.17410115822209,17.459796793944186,35,4,35,4,22.4246836927692,23.414285714285715,NA,17.221616105207932,NaN,13.743059489381306,471.0550764587437,173.59516950174893,164.82311918028196,2.6723289802840497,1.5249999999999986,24.619678540317533,1041.1773975906472,463.5577146671143,0.4452245272897945
26113,1,0,a소나무림,2015,남부14,a소나무림_2015_남부14,c강도간벌,40,0.09,0.07871577364254562,39.89391813821385,3,c강도간벌,3,4,17.30245830641864,17.958954507624654,35,4,35,4,15.996701662079872,26.454545454545453,NA,17.10214585910508,NaN,14.393972954705871,279.4865499245893,127.42401176603141,119.15567537988682,2.730472763606464,2.2681818181818194,26.995403649173657,1041.1773975906472,302.8759759640035,0.2908975710238028
26154,1,0,a소나무림,2015,남부15,a소나무림_2015_남부15,a무간벌,0,0.04,0.036541818305704035,0,1,a무간벌,0,0,13.722118553456475,13.722118553456475,36,4,36,4,31.60793044885167,19.372972972972974,11.955555555555556,11.955555555555556,9.421621621621622,9.421621621621622,1012.5385576180933,163.4027009977209,163.4027009977209,5.0392369928973935,1.5027027027027025,19.936425985644497,1041.1773975906472,798.9846569005603,0.7673857103981159
26191,1,0,a소나무림,2015,남부15,a소나무림_2015_남부15,b약도간벌,20,0.0625,0.05518422455368294,21.607135801693673,2,b약도간벌,2,2,14.640646330897088,15.583497905590269,36,4,36,4,22.02588551540329,19.98611111111111,NA,15.47775037198994,NaN,12.13369418771432,652.3603491968865,153.81707334752247,152.5769124935193,3.5905945450039205,1.6138888888888907,20.733755354761744,1041.1773975906472,536.3381845750748,0.5151266112923663
26244,1,0,a소나무림,2015,남부15,a소나무림_2015_남부15,c강도간벌,40,0.09,0.08156770083329849,41.49571141086291,3,c강도간벌,4,4,13.304296174755121,13.931582999987192,36,4,36,4,17.9377691290628,16.911666666666665,NA,13.635107566972236,NaN,8.934024316747976,735.5852793083279,111.57353281048678,118.67837402073955,3.0159966262781346,1.4150000000000027,17.62068386868115,1041.1773975906472,510.0778409466175,0.4899048347831706
26405,1,0,a소나무림,2015,동부01,a소나무림_2015_동부01,a무간벌,0,0.04,0.03961072274966281,0,1,a무간벌,0,0,18.58545656395707,18.58545656395707,45,5,45,5,31.73932166358591,27.29047619047619,19.766666666666666,19.766666666666666,17.919047619047618,17.919047619047618,530.1594755722745,269.42234743168996,269.42234743168996,NA,NA,27.608996118415227,1041.1773975906472,588.2014401094848,0.5649387332750611
26426,1,0,a소나무림,2015,동부01,a소나무림_2015_동부01,b약도간벌,20,0.0625,0.061351698965479,19.271900217963392,2,b약도간벌,1,2,NaN,15.726933349958653,45,5,45,5,24.100417802908673,28.47826086956522,NA,16.726468254774378,NaN,15.611683898670233,374.88774374351885,195.48086167178832,181.72990014039954,NA,NA,28.60992530725931,1041.1773975906472,431.72542384153616,0.4146511678418847
26458,1,0,a소나무림,2015,동부01,a소나무림_2015_동부01,c강도간벌,40,0.09,0.08732661536483968,40.34546166348333,3,c강도간벌,4,4,NaN,15.037867854299254,45,5,45,5,11.306241608636926,24.233333333333334,NA,15.993608778477455,NaN,14.30506772628102,240.47651351497623,85.505911935371,81.14784804786244,NA,NA,24.466838587692333,1041.1773975906472,235.11169905457902,0.22581329521620708
26496,1,0,a소나무림,2015,동부02,a소나무림_2015_동부02,a무간벌,0,0.04,0.038637033051562734,0,1,a무간벌,0,0,14.943229772171904,14.943229772171904,46,5,46,5,46.590046709282916,22.80952380952381,16.055555555555557,16.055555555555557,14.445238095238095,14.445238095238095,1087.0399894305872,329.64432090172755,329.64432090172755,NA,NA,23.360324524816903,1041.1773975906472,1012.5383917423192,0.9724936346922238
26538,1,0,a소나무림,2015,동부02,a소나무림_2015_동부02,b약도간벌,20,0.0625,0.06037036414306677,15.592239052013738,2,b약도간벌,1,2,NaN,15.3349580511605,46,5,46,5,27.63123874298475,24.954545454545453,NA,16.47644282302541,NaN,14.619000744998587,546.6258232565239,213.51758544395605,201.64942944283388,NA,NA,25.369398172529905,1041.1773975906472,555.0820057751814,0.5331291353996712
26579,1,0,a소나무림,2015,동부02,a소나무림_2015_동부02,c강도간벌,40,0.09,0.08693332436601614,38.306010954613654,3,c강도간벌,3,4,NaN,15.149679991837287,46,5,46,5,23.746838149922205,24.26279069767442,NA,16.277373263094724,NaN,14.276183841434229,494.63195286259526,181.3969920971361,172.09687883192575,NA,NA,24.723893913228117,1041.1773975906472,488.9160261918554,0.46957994605265074
26655,1,0,a소나무림,2015,동부03,a소나무림_2015_동부03,a무간벌,0,0.04,0.03354682271781696,0,1,a무간벌,0,0,14.181648099855167,14.181648099855167,45,5,45,5,27.479458656081313,21.3,14.483333333333334,14.483333333333334,12.395833333333334,12.395833333333334,715.4179757015685,174.69388776861678,174.69388776861678,4.478785550460604,1.7458333333333336,22.11460678676728,1041.1773975906472,629.2411493575681,0.6043553680800923
26679,1,0,a소나무림,2015,동부03,a소나무림_2015_동부03,b약도간벌,20,0.0625,0.05300300600977662,22.2137271568416,2,b약도간벌,2,2,17.869954480217,16.7093810665766,45,5,45,5,23.88021789848663,25.354166666666668,NA,16.53702166971503,NaN,14.00811839785585,452.80450689104504,186.86760120686483,175.90725948237355,4.203420028099142,2.1916666666666664,25.913067810148096,1041.1773975906472,470.12736886146797,0.4515343590336993
26716,1,0,a소나무림,2015,동부03,a소나무림_2015_동부03,c강도간벌,40,0.069,0.05652149105594044,39.507115651198596,3,c강도간벌,3,4,16.64573469476246,16.286365366319604,45,5,45,5,22.87263124044098,27.409523809523808,NA,16.939246049654244,NaN,14.156159763741504,371.54009223174745,185.13247198740046,172.53743921797007,3.245782111753904,1.9904761904761905,27.996921599483382,1041.1773975906472,418.2801788954558,0.4017376672442022
26759,1,0,a소나무림,2015,동부04,a소나무림_2015_동부04,a무간벌,0,0.04,0.036252311481466,0,1,a무간벌,0,0,15.01928972036901,15.01928972036901,56,6,56,6,30.163540950619584,25.735,16.841176470588234,16.841176470588234,13.950773993808049,13.950773993808049,551.6889594812459,209.03756886895843,207.18751961418778,4.728142112142393,2.0150000000000006,26.38451250260274,1041.1773975906472,583.7060809710404,0.5606211605455271
26779,1,0,a소나무림,2015,동부04,a소나무림_2015_동부04,b약도간벌,20,0.0625,0.05300300600977662,15.827563687507379,2,b약도간벌,1,2,13.642116191776935,14.345730885597812,56,6,56,6,26.85282580555087,24.714814814814815,NA,17.409445499114973,NaN,14.19889740307994,509.4050702524257,212.54913620035035,199.83355200739516,4.67461738232597,2.2407407407407405,25.90707754005972,1041.1773975906472,528.7653300476711,0.5078532546627201
26814,1,0,a소나무림,2015,동부04,a소나무림_2015_동부04,c강도간벌,40,0.09,0.07946528335730342,31.957346062161236,3,c강도간벌,3,3,13.51841036634236,13.95384964757472,56,6,56,6,16.53461580898251,22.37741935483871,NA,16.645876065181152,NaN,13.68073247832546,390.1074619040024,123.47810206478282,118.66393471854548,3.094654411939505,2.154838709677417,23.23057634711965,1041.1773975906472,361.25896115657287,0.3469715746735857
